Material,Coating Material,Temperature (°C),Density (g/cm³),Thermal Conductivity (W/m·K),Thermal Expansion (×10⁻⁶/°C),Normal Load (N),Sliding Speed (m/s),COF,Wear Rate (mm³/N·m),Hardness (HV),Lunar Contact
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,0.1,0.0522,0.00000000181,2338,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,0.1,0.1789,0.000000029821,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,0.5,0.0466,0.0000000031295,2350,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,0.5,0.1775,0.000000074168,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,1,0.0421,0.0000000045141,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,10,1,0.1533,0.000000085962,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.001,0.0522,0.00000000060115,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.001,0.1934,0.0000000089499,2352,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.01,0.0478,0.0000000013169,2359,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.01,0.1873,0.00000002438,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.05,0.0446,0.0000000024976,2343,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.05,0.1718,0.000000047353,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.1,0.0484,0.0000000026035,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.1,0.1859,0.000000051678,2351,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.5,0.0423,0.0000000055819,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,0.5,0.1584,0.00000013447,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,1,0.045,0.0000000087791,2351,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,20,1,0.1602,0.00000016172,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.001,0.043,0.0000000011192,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.001,0.1671,0.000000022156,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.01,0.0416,0.0000000026184,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.01,0.1573,0.000000052412,2349,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.05,0.0354,0.0000000058598,2348,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.05,0.1429,0.00000011089,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.1,0.0344,0.0000000063032,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.1,0.1349,0.00000015395,2349,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.5,0.0385,0.000000013937,2336,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,0.5,0.1343,0.00000026519,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,1,0.0368,0.00000001825,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-93,4.43,5.65,7.42,50,1,0.133,0.00000033755,2347,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.001,0.0555,0,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.001,0.2379,0.00000000082955,2348,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.01,0.0584,0.00000000010792,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.01,0.2254,0.0000000019493,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.05,0.0504,0.0000000002324,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.05,0.2172,0.0000000043425,2347,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.1,0.0569,0.0000000002416,2353,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.1,0.204,0.0000000053234,2338,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.5,0.05,0.00000000054741,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,0.5,0.1956,0.0000000089748,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,1,0.0475,0.00000000065612,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,1,1,0.1886,0.000000016154,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.001,0.0593,0.00000000016425,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.001,0.2218,0.0000000033391,2348,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.01,0.0553,0.00000000048373,2357,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.01,0.2157,0.000000009483,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.05,0.0582,0.00000000089107,2341,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.05,0.2141,0.000000017043,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.1,0.0483,0.000000001048,2348,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.1,0.2031,0.000000021901,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.5,0.0469,0.0000000021828,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,0.5,0.2008,0.000000043153,2348,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,1,0.0504,0.0000000027795,2349,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,5,1,0.1958,0.00000005328,2336,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.001,0.0529,0.0000000002904,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.001,0.2191,0.0000000062855,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.01,0.0535,0.00000000085845,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.01,0.2088,0.000000014418,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.05,0.0505,0.0000000015471,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.05,0.2121,0.000000026462,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.1,0.0493,0.000000002238,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.1,0.2061,0.000000033139,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.5,0.0504,0.0000000038434,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,0.5,0.183,0.000000079665,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,1,0.0465,0.0000000048587,2356,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,10,1,0.1988,0.000000090516,2352,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.001,0.0517,0.00000000051137,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.001,0.1936,0.000000010084,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.01,0.0502,0.0000000016179,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.01,0.2024,0.000000026525,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.05,0.0493,0.0000000024939,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.05,0.1869,0.000000053398,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.1,0.0526,0.000000003431,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.1,0.1764,0.000000064777,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.5,0.0475,0.0000000076646,2341,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,0.5,0.1671,0.00000013391,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,1,0.0454,0.0000000092289,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,20,1,0.1843,0.00000019474,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.001,0.0423,0.0000000012771,2341,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.001,0.1734,0.000000027175,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.01,0.0392,0.0000000027902,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.01,0.1586,0.000000067246,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.05,0.0397,0.0000000059624,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.05,0.1719,0.00000010719,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.1,0.0406,0.0000000083076,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.1,0.1543,0.00000014346,2354,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.5,0.039,0.000000015981,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,0.5,0.1513,0.00000030749,2347,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,1,0.0374,0.000000019524,2351,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-63,4.43,5.89,7.7,50,1,0.1494,0.00000034678,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.001,0.0625,0,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.001,0.2504,0.00000000095282,2349,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.01,0.0626,0.00000000013374,2336,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.01,0.2311,0.0000000024263,2353,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.05,0.0625,0.00000000024025,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.05,0.2323,0.000000004607,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.1,0.0575,0.00000000034688,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.1,0.2229,0.0000000056541,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.5,0.0504,0.00000000058092,2348,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,0.5,0.2288,0.000000011342,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,1,0.0586,0.00000000070946,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,1,1,0.2128,0.000000014441,2332,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.001,0.0639,0.00000000020273,2337,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.001,0.2247,0.0000000039886,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.01,0.0581,0.00000000057327,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.01,0.2099,0.0000000088469,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.05,0.0568,0.0000000009325,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.05,0.2046,0.000000019888,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.1,0.0582,0.000000001289,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.1,0.2205,0.000000024367,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.5,0.0563,0.000000002426,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,0.5,0.2045,0.000000049942,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,1,0.0565,0.0000000031414,2339,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,5,1,0.2028,0.000000055872,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.001,0.0574,0.00000000034563,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.001,0.2256,0.0000000054173,2333,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.01,0.0583,0.00000000095692,2335,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.01,0.2079,0.000000016817,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.05,0.0508,0.00000000192,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.05,0.2075,0.000000032205,2347,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.1,0.0476,0.0000000022168,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.1,0.1958,0.00000004145,2339,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.5,0.0524,0.0000000041084,2351,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,0.5,0.2113,0.000000086692,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,1,0.0482,0.000000005998,2343,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,10,1,0.2024,0.00000011192,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.001,0.0536,0.00000000071415,2348,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.001,0.2366,0.000000011446,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.01,0.0527,0.0000000015383,2351,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.01,0.1996,0.000000031461,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.05,0.0487,0.0000000030833,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.05,0.2117,0.000000059946,2353,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.1,0.0495,0.0000000042764,2343,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.1,0.1889,0.000000066229,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.5,0.0487,0.00000000746,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,0.5,0.1721,0.00000012845,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,1,0.0487,0.000000011619,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,20,1,0.1896,0.0000001914,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.001,0.0474,0.0000000014812,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.001,0.1896,0.000000029309,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.01,0.0438,0.0000000036758,2339,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.01,0.1625,0.000000062739,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.05,0.0437,0.0000000070242,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.05,0.1667,0.000000097453,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.1,0.037,0.0000000086247,2348,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.1,0.1474,0.00000018201,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.5,0.0395,0.000000016845,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,0.5,0.1516,0.0000002845,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,1,0.0372,0.000000019533,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),-23,4.43,6.21,8.06,50,1,0.1593,0.00000044679,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.001,0.065,0,2339,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.001,0.2621,0.0000000010744,2351,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.01,0.0633,0.00000000013627,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.01,0.2425,0.0000000026013,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.05,0.0603,0.00000000028042,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.05,0.2347,0.0000000041728,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.1,0.0601,0.00000000037744,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.1,0.2536,0.0000000064805,2327,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.5,0.0536,0.000000000698,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,0.5,0.2131,0.000000014386,2336,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,1,0.0561,0.00000000093909,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,1,1,0.2174,0.000000016943,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.001,0.0638,0.00000000022108,2353,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.001,0.2627,0.0000000044669,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.01,0.0571,0.00000000061794,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.01,0.2391,0.000000009629,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.05,0.0591,0.0000000010671,2341,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.05,0.2445,0.000000020215,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.1,0.0599,0.0000000015034,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.1,0.2289,0.000000027184,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.5,0.0585,0.000000002582,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,0.5,0.2111,0.000000049061,2342,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,1,0.0499,0.0000000038882,2336,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,5,1,0.1986,0.000000053518,2337,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.001,0.0575,0.0000000004437,2338,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.001,0.2311,0.0000000086784,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.01,0.0573,0.00000000078813,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.01,0.2108,0.000000016039,2352,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.05,0.0628,0.000000002083,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.05,0.224,0.000000037563,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.1,0.0557,0.0000000024951,2345,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.1,0.2056,0.000000045355,2341,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.5,0.0524,0.000000004338,2333,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,0.5,0.2066,0.000000098159,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,1,0.0476,0.0000000057235,2346,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,10,1,0.191,0.00000011445,2346,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.001,0.0544,0.00000000071286,2344,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.001,0.2156,0.000000013594,2334,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.01,0.0553,0.0000000017729,2333,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.01,0.2127,0.000000036927,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.05,0.0508,0.0000000034133,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.05,0.2025,0.000000063585,2344,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.1,0.0493,0.0000000039598,2337,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.1,0.1861,0.000000078994,2350,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.5,0.0511,0.0000000082904,2337,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,0.5,0.1837,0.00000016276,2347,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,1,0.0531,0.000000010139,2337,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,20,1,0.1924,0.00000021702,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.001,0.0468,0.0000000015457,2340,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.001,0.1919,0.000000033988,2340,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.01,0.0415,0.0000000038418,2338,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.01,0.1663,0.000000082058,2354,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.05,0.0416,0.0000000077007,2349,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.05,0.1632,0.00000013585,2349,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.1,0.0399,0.0000000092139,2338,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.1,0.1637,0.000000171,2335,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.5,0.0371,0.000000018991,2342,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,0.5,0.141,0.00000035728,2345,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,1,0.0371,0.000000027679,2347,Yes
Ti-6Al-4V,DLC (Diamond-Like Carbon),7,4.43,6.46,8.33,50,1,0.1482,0.00000045569,2343,No
Ti-6Al-4V,DLC (Diamond-Like Carbon),37,4.43,6.7,8.6,1,0.001,0.0687,0,2342,Yes
